"","datetime","country","shape"
"35247",2020-03-15,"us","changing"
"36241",2020-03-20,"us","changing"
"70716",2020-07-07,"us","changing"
"9877",2020-11-13,"us","changing"
"60349",2020-06-07,"us","changing"
"73090",2020-08-13,"us","changing"
"17517",2020-01-17,"us","changing"
"22105",2020-12-22,"us","changing"
"30805",2020-02-21,"us","changing"
"35092",2019-03-15,"us","changing"
"38755",2020-03-05,"us","changing"
"58288",2020-06-28,"us","changing"
"86134",2020-09-25,"us","changing"
"22310",2020-12-23,NA,"changing"
"30154",2020-02-17,"us","changing"
"24676",2020-01-24,"gb","changing"
"79969",2020-08-07,"us","changing"
"69346",2020-07-04,NA,"changing"
"53092",2019-06-01,NA,"changing"
"15306",2020-11-30,"us","changing"
"3294",2020-10-19,"us","changing"
"4059",2020-10-02,"us","changing"
"20435",2020-12-15,"us","changing"
"26937",2020-01-31,"us","changing"
"34175",2020-03-01,"us","changing"
"40399",2020-04-12,"us","changing"
"24256",2020-12-31,"us","changing"
"14910",2020-11-28,"us","changing"
"47071",2019-05-15,"us","changing"
"15460",2019-01-13,NA,"changing"
"85583",2020-09-23,"us","changing"
"60439",2019-06-08,"us","changing"
"62414",2020-07-13,"us","changing"
"29874",2019-02-16,NA,"changing"
"78259",2020-08-29,NA,"changing"
"60561",2020-06-08,"us","changing"
"84625",2020-09-20,"us","changing"
"40016",2020-04-11,"us","changing"
"48701",2019-05-22,"us","changing"
"77036",2020-08-24,"us","changing"
"83532",2020-09-17,"us","changing"
"75095",2020-08-18,"us","changing"
"13954",2020-11-23,NA,"changing"
"7805",2020-10-08,NA,"changing"
"42402",2020-04-21,NA,"changing"
"49992",2020-05-29,"us","changing"
"80151",2020-08-07,"us","changing"
"6128",2020-10-30,"us","changing"
"38318",2020-03-31,"us","changing"
"54697",2019-06-15,"us","changing"
"82498",2020-09-14,"us","changing"
"34085",2020-03-01,NA,"changing"
"36428",2020-03-21,NA,"changing"
"33689",2020-03-10,"us","changing"
"17806",2020-11-08,NA,"changing"
"58313",2020-06-28,"us","changing"
"45016",2020-04-06,"us","changing"
"63860",2020-07-16,"us","changing"
"36531",2020-03-02,NA,"changing"
"37447",2020-03-26,NA,"changing"
"76083",2020-08-21,NA,"changing"
"32366",2020-02-29,"us","changing"
"38028",2020-03-30,"us","changing"
"77441",2020-08-26,"us","changing"
"79432",2019-08-05,"us","changing"
"4355",2020-10-22,"us","changing"
"4645",2019-10-24,"us","changing"
"73662",2019-08-15,"us","changing"
"12092",2019-01-01,"us","changing"
"66587",2020-07-25,"us","changing"
"40767",2020-04-14,"us","changing"
"72915",2019-08-13,"us","changing"
"40166",2020-04-01,"us","changing"
"68023",2020-07-31,"us","changing"
"72866",2020-08-12,"us","changing"
"7134",2020-10-05,"us","changing"
"47389",2020-05-15,"us","changing"
"37613",2020-03-27,"us","changing"
"41509",2020-04-16,"us","changing"
"83327",2020-09-16,"us","changing"
"18026",2020-11-08,"us","changing"
"23849",2019-12-31,"us","changing"
"51038",2020-05-06,"us","changing"
"18714",2020-01-20,"us","changing"
"44129",2020-04-29,"us","changing"
"19402",2020-12-01,"us","changing"
"29438",2020-02-14,"us","changing"
"47948",2019-05-19,"us","changing"
"45176",2019-04-07,NA,"changing"
"39100",2020-03-07,NA,"changing"
"6958",2020-10-04,"us","changing"
"36915",2020-03-23,"us","changing"
"46366",2020-05-01,"us","changing"
"54525",2019-06-15,"us","changing"
"59623",2020-06-04,"us","changing"
"74308",2019-08-16,NA,"changing"
"78148",2020-08-29,"us","changing"
"87415",2020-09-30,"us","changing"
"28182",2020-01-08,"us","changing"
"55955",2020-06-19,NA,"changing"
"12176",2020-01-01,"us","changing"
"38916",2020-03-06,"ca","changing"
"75794",2019-08-21,"ca","changing"
"77768",2020-08-27,"us","changing"
"89017",2020-09-09,"us","changing"
"7806",2020-10-08,"us","changing"
"78683",2020-08-31,"us","changing"
"7908",2020-10-08,"us","changing"
"86609",2020-09-27,"us","changing"
"42274",2020-04-20,NA,"changing"
"38692",2020-03-05,"us","changing"
"25361",2020-01-25,"us","changing"
"86968",2020-09-29,"gb","changing"
"26739",2020-01-30,NA,"changing"
"28026",2020-01-08,NA,"changing"
"86962",2020-09-29,NA,"changing"
"11073",2020-11-16,"us","changing"
"65308",2020-07-21,"us","changing"
"30570",2019-02-20,"us","changing"
"6674",2019-10-03,"us","changing"
"23867",2019-12-31,NA,"changing"
"59851",2020-06-05,"us","changing"
"1945",2019-10-15,"us","changing"
"84554",2020-09-20,NA,"changing"
"41392",2020-04-16,"us","changing"
"61939",2020-07-01,"us","changing"
"75847",2020-08-21,"us","changing"
"79320",2020-08-04,"us","changing"
"3014",2020-10-18,"us","changing"
"17002",2020-11-06,"ca","changing"
"29669",2020-02-15,"ca","changing"
"66279",2020-07-24,NA,"changing"
"81077",2019-09-11,"us","changing"
"47573",2020-05-16,"us","changing"
"49836",2020-05-28,NA,"changing"
"43749",2020-04-27,NA,"changing"
"20249",2019-12-15,"us","changing"
"12852",2020-11-20,NA,"changing"
"15861",2020-11-03,NA,"changing"
"39603",2020-03-09,NA,"changing"
"38638",2020-03-04,NA,"changing"
"71111",2020-07-09,NA,"changing"
"83071",2020-09-15,"us","changing"
"64364",2019-07-18,"us","changing"
"18313",2020-01-19,"us","changing"
"6955",2020-10-04,"us","changing"
"62337",2020-07-13,"us","changing"
"36243",2020-03-20,"us","changing"
"36244",2020-03-20,"us","changing"
"85227",2019-09-22,NA,"changing"
"754",2020-10-01,"us","changing"
"17753",2020-11-08,"us","changing"
"11568",2020-11-18,"us","changing"
"55305",2020-06-16,"us","changing"
"4909",2019-10-25,"us","changing"
"48078",2020-05-19,"us","changing"
"60161",2020-06-06,"us","changing"
"11382",2020-11-17,"us","changing"
"13761",2020-11-22,"us","changing"
"15783",2020-11-03,"us","changing"
"42631",2020-04-02,"us","changing"
"68016",2020-07-31,"us","changing"
"6990",2020-10-04,"us","changing"
"23715",2020-12-30,"us","changing"
"14237",2020-11-24,"us","changing"
"1841",2020-10-14,"us","changing"
"1842",2020-10-14,"us","changing"
"36061",2020-03-19,"us","changing"
"11315",2020-11-17,"us","changing"
"59192",2020-06-30,"us","changing"
"10656",2020-11-15,"us","changing"
"65844",2020-07-22,"us","changing"
"18570",2020-01-20,"us","changing"
"27862",2020-01-07,"us","changing"
"9781",2020-11-12,"us","changing"
"80987",2020-09-10,"us","changing"
"20453",2020-12-15,"us","changing"
"44636",2020-04-04,"us","changing"
"76577",2019-08-23,"us","changing"
"5521",2019-10-28,"us","changing"
"52019",2020-06-11,"us","changing"
"57930",2020-06-26,"us","changing"
"70485",2019-07-07,"us","changing"
"1231",2020-10-12,"us","changing"
"1527",2020-10-13,"us","changing"
"7221",2020-10-05,"us","changing"
"9208",2020-11-01,"us","changing"
"18561",2020-01-20,"us","changing"
"40736",2020-04-14,"us","changing"
"41719",2020-04-17,"us","changing"
"43529",2020-04-26,"us","changing"
"44356",2020-04-30,"us","changing"
"46401",2020-05-01,"us","changing"
"49294",2020-05-25,"us","changing"
"53746",2020-06-13,"us","changing"
"63197",2019-07-15,"us","changing"
"73169",2020-08-13,"us","changing"
"37703",2020-03-28,"us","changing"
"5918",2020-10-29,"us","changing"
"85711",2020-09-23,"us","changing"
"49435",2020-05-26,"us","changing"
"55669",2020-06-18,NA,"changing"
"31159",2019-02-22,NA,"changing"
"3933",2020-10-21,"us","changing"
"19262",2020-12-01,"us","changing"
"85352",2020-09-22,"us","changing"
"5742",2020-10-28,NA,"changing"
"69527",2020-07-04,NA,"changing"
"79103",2020-08-03,NA,"changing"
"35176",2020-03-15,"us","changing"
"25660",2020-12-06,"us","changing"
"22578",2020-12-24,"us","changing"
"24798",2020-01-24,"us","changing"
"48443",2020-05-21,"us","changing"
"4812",2020-10-24,"us","changing"
"71004",2020-07-08,"us","changing"
"31655",2020-02-24,"us","changing"
"83369",2020-09-16,"us","changing"
"78159",2020-08-29,"us","changing"
"16854",2020-01-15,"us","changing"
"9925",2020-11-13,"us","changing"
"31891",2020-02-26,"us","changing"
"37383",2020-03-26,"us","changing"
"48436",2020-05-21,"us","changing"
"51957",2019-06-11,"us","changing"
"81515",2019-09-01,"us","changing"
"81953",2020-09-12,"us","changing"
"77691",2020-08-27,"us","changing"
"49514",2020-05-26,"us","changing"
"84463",2020-09-20,"us","changing"
"81790",2020-09-01,"us","changing"
"85462",2020-09-22,"us","changing"
"15711",2020-01-13,NA,"changing"
"4819",2020-10-24,"us","changing"
"1751",2020-10-14,"us","changing"
"59431",2020-06-03,"us","changing"
"39190",2020-03-07,"us","changing"
"33098",2020-02-07,"gb","changing"
"53775",2020-06-13,"us","changing"
"43079",2020-04-23,"us","changing"
"65972",2020-07-23,"us","changing"
"80335",2020-08-08,"gb","changing"
"13382",2020-11-02,"gb","changing"
"28363",2020-01-09,"gb","changing"
"48208",2020-05-20,"gb","changing"
"61334",2020-07-11,"gb","changing"
"82235",2020-09-13,"gb","changing"
"83110",2020-09-15,"gb","changing"
"36492",2020-03-21,"us","changing"
"18200",2020-01-19,"us","changing"
"35688",2020-03-17,"us","changing"
"87048",2020-09-29,"us","changing"
"56581",2020-06-02,NA,"changing"
"23793",2020-12-30,NA,"changing"
"58133",2020-06-27,"us","changing"
"66326",2020-07-24,"us","changing"
"5156",2020-10-26,"us","changing"
"65979",2020-07-23,"us","changing"
"20867",2020-12-18,NA,"changing"
"42476",2020-04-21,"us","changing"
"81939",2020-09-12,NA,"changing"
"61596",2019-07-01,"us","changing"
"83374",2020-09-16,"us","changing"
"5626",2020-10-28,"us","changing"
"9613",2020-11-12,"us","changing"
"9842",2020-11-13,"us","changing"
"19948",2020-12-13,"us","changing"
"22772",2020-12-25,NA,"changing"
"33905",2020-03-11,"us","changing"
"37935",2020-03-29,"us","changing"
"38141",2020-03-30,"us","changing"
"38700",2020-03-05,"us","changing"
"39942",2020-04-11,"us","changing"
"45407",2020-04-08,"us","changing"
"65943",2020-07-23,"us","changing"
"77203",2020-08-25,"us","changing"
"77959",2020-08-28,"us","changing"
"81273",2020-09-11,"us","changing"
"88896",2020-09-09,"us","changing"
"53683",2020-06-13,"us","changing"
"28098",2020-01-08,"us","changing"
"3058",2020-10-18,"us","changing"
"3893",2020-10-21,"us","changing"
"13686",2020-11-22,"us","changing"
"16602",2020-11-05,"us","changing"
"17671",2019-11-08,"us","changing"
"31758",2020-02-25,"us","changing"
"43441",2020-04-25,"us","changing"
"49450",2020-05-26,"us","changing"
"50465",2020-05-03,"us","changing"
"10886",2019-11-16,"us","changing"
"80339",2020-08-08,"us","changing"
"34072",2019-03-01,"us","changing"
"39128",2020-03-07,"gb","changing"
"75692",2020-08-20,"us","changing"
"12813",2020-11-20,"us","changing"
"68981",2020-07-04,"us","changing"
"73940",2020-08-15,NA,"changing"
"77682",2020-08-27,"us","changing"
"77683",2020-08-27,"us","changing"
"53608",2020-06-12,"us","changing"
"16650",2020-11-05,NA,"changing"
"64002",2020-07-16,"us","changing"
"46539",2020-05-12,"us","changing"
"1227",2020-10-12,"us","changing"
"25889",2020-01-27,"gb","changing"
"42542",2020-04-21,"us","changing"
"5667",2020-10-28,"us","changing"
"35558",2020-03-16,NA,"changing"
"49655",2020-05-27,"us","changing"
"2862",2020-10-17,"us","changing"
"85027",2020-09-02,NA,"changing"
"19432",2020-01-21,"ca","changing"
"26590",2020-01-29,"us","changing"
"6210",2020-10-30,"us","changing"
"584",2019-10-01,"us","changing"
"19869",2020-12-13,"us","changing"
"15238",2020-11-29,"us","changing"
"15421",2020-11-30,"us","changing"
"37947",2020-03-29,"us","changing"
"37948",2020-03-29,"us","changing"
"79732",2020-08-06,"us","changing"
"62159",2020-07-12,"us","changing"
"62516",2020-07-13,"us","changing"
"86124",2020-09-25,"us","changing"
"88",2019-10-10,"us","changing"
"60317",2020-06-07,"us","changing"
"26748",2020-01-30,"us","changing"
"7082",2020-10-04,NA,"changing"
"78553",2020-08-30,"us","changing"
"70940",2020-07-08,"us","changing"
"79292",2020-08-04,"us","changing"
"40766",2020-04-14,"us","changing"
"16301",2019-01-15,"us","changing"
"40798",2020-04-14,"us","changing"
"36446",2020-03-21,"us","changing"
"81529",2019-09-01,"us","changing"
"23104",2020-12-26,"us","changing"
"47387",2020-05-15,"us","changing"
"18394",2020-01-19,NA,"changing"
"8814",2020-11-11,"us","changing"
"13231",2020-11-02,"us","changing"
"32369",2020-02-29,"us","changing"
"15412",2020-11-30,"us","changing"
"88843",2019-09-09,"us","changing"
"76842",2019-08-24,"us","changing"
"68253",2020-07-03,NA,"changing"
"2922",2020-10-17,"us","changing"
"22522",2020-12-24,"us","changing"
"36175",2020-03-20,"us","changing"
"37941",2020-03-29,"us","changing"
"52868",2019-06-01,"us","changing"
"57079",2020-06-23,"us","changing"
"88036",2020-09-05,"us","changing"
"22066",2020-12-22,"us","changing"
"35979",2020-03-19,"us","changing"
"60015",2019-06-06,NA,"changing"
"249",2020-10-10,"us","changing"
"1916",2019-10-15,"us","changing"
"4683",2020-10-24,"us","changing"
"38310",2020-03-31,"us","changing"
"12298",2020-01-01,"us","changing"
"21364",2019-12-20,NA,"changing"
"63998",2020-07-16,NA,"changing"
"17203",2020-01-16,NA,"changing"
"229",2020-10-10,"us","changing"
"55040",2020-06-15,"us","changing"
"57752",2020-06-25,"us","changing"
"64224",2020-07-17,"us","changing"
"43021",2020-04-23,"us","changing"
"81064",2019-09-11,NA,"changing"
"6173",2020-10-30,"us","changing"
"1451",2020-10-13,"us","changing"
"6358",2020-10-31,"us","changing"
"52424",2019-06-01,"us","changing"
"12111",2019-01-01,NA,"changing"
"23038",2020-12-26,"us","changing"
"77570",2020-08-26,"us","changing"
"35147",2020-03-15,"us","changing"
"80203",2019-08-08,"us","changing"
"8001",2020-10-09,"us","changing"
"55502",2020-06-17,NA,"changing"
"6283",2019-10-31,"us","changing"
"57996",2020-06-27,"us","changing"
"79064",2020-08-03,"us","changing"
"60372",2020-06-07,"us","changing"
"64110",2020-07-17,"us","changing"
"3231",2020-10-19,"us","changing"
"12580",2020-01-01,"us","changing"
"33528",2020-02-09,"us","changing"
"62683",2020-07-14,"us","changing"
"76967",2020-08-24,"us","changing"
"80307",2020-08-08,"us","changing"
"44389",2020-04-30,NA,"changing"
"72196",2019-08-01,NA,"changing"
"49853",2020-05-28,"us","changing"
"19574",2020-01-21,"us","changing"
"6327",2020-10-31,"us","changing"
"55589",2020-06-18,"us","changing"
"41976",2020-04-19,"us","changing"
"11255",2020-11-17,"us","changing"
"53970",2020-06-14,"us","changing"
"866",2020-10-01,NA,"changing"
"4847",2020-10-24,"ca","changing"
"57116",2020-06-23,"ca","changing"
"61078",2020-07-10,"ca","changing"
"62501",2020-07-13,"ca","changing"
"85849",2020-09-24,"ca","changing"
"86035",2020-09-25,"ca","changing"
"87043",2020-09-29,"ca","changing"
"51799",2020-06-10,"us","changing"
"13988",2020-11-23,NA,"changing"
"46265",2020-05-01,"us","changing"
"63177",2019-07-15,"us","changing"
"68562",2019-07-04,"us","changing"
"69856",2019-07-05,"us","changing"
"31458",2020-02-23,"us","changing"
"30724",2020-02-20,"us","changing"
"11230",2019-11-17,"us","changing"
"62017",2019-07-12,NA,"changing"
"16534",2020-01-15,"us","changing"
"36891",2020-03-23,"us","changing"
"36892",2020-03-23,"us","changing"
"40147",2020-04-01,"us","changing"
"42168",2020-04-20,"us","changing"
"74597",2019-08-17,"us","changing"
"55571",2020-06-18,"us","changing"
"50553",2019-05-04,"us","changing"
"274",2020-10-10,"us","changing"
"17732",2020-01-18,"us","changing"
"31119",2020-02-02,"us","changing"
"10592",2020-11-15,"us","changing"
"78702",2020-08-31,NA,"changing"
"36834",2020-03-22,"us","changing"
"28808",2020-02-01,"us","changing"
"78109",2019-08-29,NA,"changing"
"74609",2020-08-17,NA,"changing"
"50271",2020-05-31,"us","changing"
"78849",2020-08-31,"us","changing"
"44509",2020-04-03,NA,"changing"
"56047",2019-06-20,NA,"changing"
"12229",2020-01-01,NA,"changing"
"48412",2020-05-21,"us","changing"
"34818",2020-03-14,"us","changing"
"45528",2019-04-09,NA,"changing"
"28148",2020-01-08,"us","changing"
"1688",2020-10-14,"us","changing"
"6954",2020-10-04,"us","changing"
"72684",2020-08-12,"us","changing"
"82379",2020-09-13,"us","changing"
"43402",2020-04-25,"us","changing"
"44539",2020-04-03,"us","changing"
"4607",2020-10-23,"us","changing"
"30727",2020-02-20,"us","changing"
"51779",2020-06-10,"us","changing"
"65025",2020-07-20,"us","changing"
"71907",2020-08-11,"us","changing"
"64879",2019-07-20,"us","changing"
"8639",2020-11-10,"us","changing"
"31133",2020-02-02,"ca","changing"
"24378",2020-01-23,"us","changing"
"61802",2020-07-01,"us","changing"
"50644",2020-05-04,"us","changing"
"12806",2019-11-20,"us","changing"
"20626",2020-12-16,"us","changing"
"21481",2020-12-20,"us","changing"
"40649",2020-04-13,"us","changing"
"48574",2020-05-02,"us","changing"
"64641",2020-07-19,"us","changing"
"77938",2020-08-28,NA,"changing"
"72940",2020-08-13,"us","changing"
"2146",2019-10-15,"us","changing"
"44000",2020-04-28,"us","changing"
"38672",2019-03-05,"us","changing"
"20598",2020-12-16,"us","changing"
"49918",2020-05-29,"us","changing"
"70261",2020-07-06,"ca","changing"
"29331",2019-02-14,"us","changing"
"29284",2020-02-13,"us","changing"
"45922",2020-05-10,"us","changing"
"19554",2020-01-21,"us","changing"
"19563",2020-12-01,"us","changing"
"81908",2019-09-12,NA,"changing"
"41859",2020-04-18,"us","changing"
"44487",2020-04-03,"us","changing"
"53011",2019-06-01,"us","changing"
"53012",2019-06-01,"us","changing"
"33062",2020-02-06,"us","changing"
"12641",2020-01-01,"us","changing"
"51986",2020-06-11,"us","changing"
"28224",2020-01-09,"us","changing"
"790",2020-10-01,"us","changing"
"2225",2020-10-15,"us","changing"
"11761",2020-11-19,"us","changing"
"17766",2020-11-08,"us","changing"
"20300",2020-12-15,"us","changing"
"30449",2020-02-19,"us","changing"
"40066",2019-04-01,"us","changing"
"42989",2020-04-23,"us","changing"
"48396",2020-05-21,"us","changing"
"50721",2019-05-05,"us","changing"
"67219",2020-07-28,"us","changing"
"84399",2020-09-20,"us","changing"
"7080",2020-10-04,"us","changing"
"5613",2020-10-28,"us","changing"
"9460",2020-11-01,"us","changing"
"56418",2020-06-21,"us","changing"
"77246",2020-08-25,"us","changing"
"64229",2020-07-17,"us","changing"
"4055",2020-10-02,"us","changing"
"46970",2020-05-14,"us","changing"
"67456",2020-07-29,"us","changing"
"88632",2020-09-08,"us","changing"
"20172",2020-12-14,"us","changing"
"80273",2020-08-08,"us","changing"
"10881",2019-11-16,NA,"changing"
"10847",2019-11-16,NA,"changing"
"7970",2020-10-08,NA,"changing"
"26290",2020-12-08,"us","changing"
"45956",2020-05-11,"us","changing"
"74439",2020-08-16,"gb","changing"
"35806",2020-03-18,"us","changing"
"3994",2019-10-02,"us","changing"
"7853",2020-10-08,"us","changing"
"5110",2019-10-26,"us","changing"
"57081",2020-06-23,"us","changing"
"55377",2020-06-17,NA,"changing"
"59356",2020-06-30,"us","changing"
"7987",2019-10-09,"us","changing"
"40464",2020-04-12,"us","changing"
"70991",2020-07-08,"us","changing"
"49831",2020-05-28,"us","changing"
"30506",2020-02-19,"us","changing"
"54463",2019-06-15,"us","changing"
